Legacy_Code	Banner_Org	Deptname	deptFullName	directoryDisplayName	directorySortName	Name	Address	Address2	Mailcode	buildingCode	city	state	zip	areaCode	Phone	NetId	CIP	Comments	DeptType	Dean	Duplicate	Active	Campus	College	CollegeName	AdminRollup	School	Dept	URL	directoryDisplay	
1Z703	1E1-NJ-NJ0-703	Student Health Insurance	Student Health Insurance	Student Health Insurance	Student Health Insurance	Awais Vaid	McKinley Health Cntr	1109 S. Lincoln Ave.	026	3	Urbana	IL	61801	217	333-0165	awaisv			8	F	F	Y	1	NJ	Vice Chanc Student Affairs	E1	NJ0	703	http://www.si.illinois.edu	True	
1Z708	1B1-KT-KT1-708	IPM Content Information	IPM Content Information	IPM Content Information	IPM - Illinois Public Media Content Information	John Steinbacher	300 N. Goodwin Ave.		252	376	Urbana	IL	61801-2316	217	333-1070	stnbchr	90.0907		8	F	F	Y	1	KT	College of Media	B1	KT1	708	http://www.will.illinois.edu/	False	
1Z711	1B1-LN-LN0-711	I-STEM Education Initiative	Illinois Science, Technology, Engineering, and Mathematics Education Initiative	Illinois Science, Technology, Engineering, and Mathematics Education Initiative	I-STEM Education Initiative	Michel Bellini	704 S. Sixth		308		Champaign	IL	61820	217	333-9625	bellini		Interim	8	F	F	Y	1	LN	Center for Innov Teach Learn	B1	LN0	711	http://istem.illinois.edu/	True	
1Z719	1D1-NE-NE0-719	OCR Special Projects	Office of Corporate Relations Special Projects	Office of Corporate Relations Special Projects	Corporate Relations Special Projects, Office of	Pradeep Khanna	1901 S. First St. Suite C	Suite C	680		Champaign	IL	61820-6255	217	244-3606	pkhanna			8	F	F	Y	1	NE	VC for Research and Innovation	D1	NE0	719	http://corporaterelations.illinois.edu	True	
1Z720	1B1-KM-KM0-720	Illinois Business Consulting	Illinois Business Consulting (IBC)	Illinois Business Consulting (IBC)	Illinois Business Consulting (IBC)	Andrew Allen	2015 Bus Inst. Facility-BIF	515 E. Gregory Dr	520	1206	Champaign	IL	61820	217	300-8396	andrewa			8	F	F	Y	1	KM	Gies College of Business	B1	KM0	720	http://ibc.illinois.edu	True	
1Z725	1B1-KM-KM0-725	Gies Global Programs	Gies Global Programs	Gies Global Programs	Gies Global Programs	Andrew Allen		2015 BIF	520		Champaign	IL	61820			andrewa			8	F	F	Y	1	KM	Gies College of Business	B1	KM0	725		True	
1Z727	1B1-KP-KP0-727	Information Trust Institute	Information Trust Institute	Information Trust Institute	Information Trust Institute (ITI)	David Nicol	1308 W. Main		228	148	Urbana	IL	61801-2307			dmnicol	11.1099		3	F	F	Y	1	KP	Grainger Engineering	B1	KP0	727	http://iti.illinois.edu/	True	
1Z736	1B1-KW-KW0-736	Center Advising & Acad Svcs	Campus Center for Advising and Academic Services	Campus Center for Advising and Academic Services	Advising and Academic Services, Center for	Kristi Kuntz	520 IUB	807 S. Wright St.	317	106	Champaign	IL	61820-6282	217	333-4710	kakuntz			8	F	T	Y	1	KW	Division of ExploratoryStudies	B1	KW0	736		True	
1Z747	1B1-KM-KM0-747	Gies Mktg & Communications	Gies College of Business Marketing and Communications	Gies College of Business Marketing and Communications	Business Marketing and Communications, Gies College of	Brad Petersen	15 Wohlers	1206 S. Sixth Street	706	159	Champaign	IL	61820	217	244-2595	bradp	52.0101		8	F	F	Y	1	KM	Gies College of Business	B1	KM0	747	https://business.illinois.edu/marcom/	True	
1Z749	1B2-NT-NT0-749	Campus Research IT	Campus Research IT	Campus Research IT	Campus Research IT	Mairead Martin										maireadm			8	F	F	Y	1	NT	Technology Svcs at Illinois	B2	NT0	749		True	
1Z768	1D1-NP-NP0-768	Cancer Center at Illinois	Cancer Center at Illinois	Cancer Center at Illinois	Cancer Center at Illinois	Rohit Bhargava	4100 Beckman Institute	405 N. Mathews		228	Urbana	IL	61801	217	300-6100	rxb	90.3099			F	F	Y	1	NP	OVCRI Institutes	D1	NP0	768	https://cancer.illinois.edu/	True	
1Z787	1B1-KV-KV4-787	Translation & Interpreting St	Program in Translation and Interpreting Studies	Translation and Interpreting Studies	Translation and Interpreting Studies	Ryan Shosted	4080 Foreign Languages	707 S. Mathews Ave.	168	172	Urbana	IL	61801	217	244-7455	rshosted			P	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV4	787	http://www.translation.illinois.edu	True	
1Z797	1D1-NP-NP0-797	Social Behavioral Science Inst	Social & Behavioral Science Institute	Social & Behavioral Science Institute	Social & Behavioral Science Institute	Eva Pomerantz	1205 W. Clark St.	3102 NCSA Building	257	564	Urbana	IL	61801		300-8357	pomerntz			8	F	F	Y	1	NP	OVCRI Institutes	D1	NP0	797		True	
1Z808	1H1-NL-NL1-808	Arboretum	Arboretum	Arboretum	Arboretum	Derek Peterson	1800 S. Lincoln Ave.		047		Urbana	IL	61801	217	333-7579	depetrsn			8	F	F	Y	1	NL	VC Finance and Administration	H1	NL1	808	http://www.arboretum.illinois.edu	True	
1Z822	1E1-NJ-NJ0-822	Inclusion & Intercultural Rels	Office of Inclusion and Intercultural Relations	Office of Inclusion and Intercultural Relations	Inclusion and Intercultural Relations, Office of	Domonic Cobb	384 Illini Union		384	193	Champaign	IL	61820-5711	217	333-1300	dcobb			8	F	F	Y	1	NJ	Vice Chanc Student Affairs	E1	NJ0	822	http://oiir.illinois.edu/	False	
1Z826	1B1-KM-KM0-826	Ctr Business & Public Policy	Center for Business and Public Policy	Center for Business and Public Policy	Business and Public Policy, Center for	Nolan Miller	4028 Bus Inst. Facility-BIF	515 E. Gregory Dr	520	1206	Champaign	IL	61820-6717	217	244-2929	nmiller	90.5201		3	F	F	Y	1	KM	Gies College of Business	B1	KM0	826	https://pages.business.illinois.edu/finance/research/seminars/cbpp-seminar/	True	
1Z827	1D1-NE-NE0-827	Office of Research Security	Office of Research Security	Office of Research Security	Research Security, Office of	Linda Lee Drozt	601 E John Street	417 Swanlund Admin Building	304	193	Champaign	IL	61820			lklee1			8	F	F	Y	1	NE	VC for Research and Innovation	D1	NE0	827		True	
1Z839	1H1-NL-NL0-839	Admin and Operations	Administration and Operations	Administration and Operations	Administration and Operations	Lowa Mwilambwe	517 Swanlund Admin Bldg	601 E. John	304	193	Champaign	IL	61820			lmwilamb			8	F	F	Y	1	NL	VC Finance and Administration	H1	NL0	839	https://operations.illinois.edu/	True	
1Z840	1B1-KS-KS0-840	Professional Education		Office of Professional Education		Office of Professional Education	Professional Education, Office of	John Hart	507 E. Green St., Suite 101		434	1262	Champaign	IL	61820			jch			8	F	F	Y	1	KS	Graduate College	B1	KS0	840		True	
1Z852	1G1-NV-NV0-852	Illinois Scholars Program	Illinois Scholars Program	Illinois Scholars Program	Illinois Scholars Program	Norma Garcia	614 E. Daniel St. 3rd Floor		311		Champaign	IL	61820		300-5968	ntellez			8	F	F	Y	1	NV	Vice Chancellor for Access	G1	NV0	852		True	
1Z855	1B1-KP-KP0-855	Technology Entrepreneur Ctr	Technology Entrepreneur Center	Technology Entrepreneur Center	Technology Entrepreneur Center	Jed Taylor	350 CSL	1308 W. Main	228	148	Urbana	IL	61801-2307	217	244-3124	jedt	90.1401		3	F	F	Y	1	KP	Grainger Engineering	B1	KP0	855	http://www.tec.illinois.edu/	True	
1Z859	1B1-LT-LT0-859	Clinical Sciences	Clinical Sciences	Clinical Sciences	Clinical Sciences	Mark Cohen	Heart & Vascular Inst.	611 W. Park St.		106	Urbana	IL	61801	217	904-7305	meddean	51.1201		1	F	F	Y	1	LT	Carle Illinois Medicine	B1	LT0	859		True	
1Z860	1B2-NT-NT0-860	TS IT Service Delivery	Technology Services IT Service Delivery	Technology Services IT Service Delivery	Technology Services IT Service Delivery	Mairead Martin	1304 W. Springfield Avenue		256	210	Urbana	IL	61801	217	265-0806	maireadm			8	F	F	Y	1	NT	Technology Svcs at Illinois	B2	NT0	860		True	
1Z861	1B1-LT-LT0-861	Biomed & Translational Sci	Biomedical and Translational Sciences	Biomedical and Translational Sciences	Biomedical and Translational Sciences	Bruce Bunnell	230 MSB	506 S. Mathews Ave.	714	106	Urbana	IL	61801			bbunnell	51.1201		1	F	F	Y	1	LT	Carle Illinois Medicine	B1	LT0	861		True	
1Z863	1B1-KV-KV0-863	Actuarial Sci and Risk Mgmt	Program in Actuarial Science and Risk Management	Actuarial Science and Risk Management	Actuarial Science and Risk Management	Feng Liang	605 E. Springfield Ave.	Room 156	374	108	Champaign	IL	61820			liangf			P	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	863		True	
1Z869	1B1-LT-LT0-869	Carle Illinois COM Pgm & Crse	Carle Illinois College of Medicine Program and Courses	Carle Illinois College of Medicine Program and Courses	Carle Illinois College of Medicine Program and Courses	Mark Cohen	Suite 320 IUB	807 S. Wright St. (IUB)	325	106	Champaign	IL	61820	217	300-5700	meddean	51.1201		P	F	F	Y	1	LT	Carle Illinois Medicine	B1	LT0	869	https://medicine.illinois.edu/	False	
1Z871	1D1-NE-NE0-871	IL Quantum & Microelec Park	Illinois Quantum and Microelectronics Park, LLC	Illinois Quantum and Microelectronics Park	Illinois Quantum and Microelectronics Park	Harley Johnson	601 E John Street	417 Swanlund Admin Building	304	193	Champaign	IL	61820		244-4430	htj			8	F	F	Y	1	NE	VC for Research and Innovation	D1	NE0	871		True	
1Z874	1H1-NL-NL0-874	Office of Threat Assessment	Office of Threat Assessment	Office of Threat Assessment	Office of Threat Assessment	Monica Marcelo	707 S. Sixth St.	Suite 103			Champaign	IL	61820			mmarcelo			8	F	F	Y	1	NL	VC Finance and Administration	H1	NL0	874		True	
1Z876	1C1-MY-MY0-876	Utilities - UIUC	Utilities - UIUC	Utilities - UIUC	Utilities, Urbana-Champaign	Morgan White	Physical Plant Svcs Bldg	1501 S. Oak  Street	827	198	Champaign	IL	61820-6905	217	333-0340	mbwhite			8	F	T	Y	1	MY	Energy Services	C1	MY0	876	http://fs.illinois.edu/	True	
1Z880	1B1-KM-KM0-880	Teaching and Learning	Gies Teaching and Learning	Gies Teaching and Learning	Gies Teaching and Learning	Jason Mock	430a Wohlers	1206 S. Sixth Street	706	159	Champaign	IL	61820	217	333-2652	jmock			8	F	F	Y	1	KM	Gies College of Business	B1	KM0	880		True	
1Z882	1B1-LN-LN0-882	Undergrad Education Reserves	Undergraduate Education Reserves	Undergraduate Education Reserves	Undergraduate Education Reserves	Michel Bellini	505 E. Armory	Room 249 Armory Building	528	0006	Champaign	IL	61820			bellini			8	F	F	Y	1	LN	Center for Innov Teach Learn	B1	LN0	882		False	
1Z901	1B1-KV-KV5-901	Sch Earth Soc Env Courses	School of Earth, Society, and Environment Courses	School of Earth, Society, and Environment Courses	Earth, Society, and Environment, School of	Robert J. Trapp	3081 Natural History Building	1301 W. Green St.	103	32	Urbana	IL	61801	217	244-4064	jtrapp	03.0103		7	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV5	901		False	
1Z906	1B1-KM-KM0-906	OV Office of Entrepreneurship	Origin Ventures Office of Entrepreneurship	Origin Ventures Office of Entrepreneurship	Origin Ventures Office of Entrepreneurship	Melissa Graebner	470K Wohlers	1206 S. Sixth Street	706	159	Champaign	IL	61820	217	333-8789	graebner			8	F	F	Y	1	KM	Gies College of Business	B1	KM0	906	http://ael.illinois.edu	True	
1Z907	1H1-NL-NL0-907	Facility Scheduling & Logistic	Facility Scheduling & Logistics	Facility Scheduling & Logistics	Facility Scheduling & Logistics	Kristin McMurray	517 Swanlund Admin Bldg	601 E. John	304	193	Champaign	IL	61820	217		kduitsma			8	F	F	Y	1	NL	VC Finance and Administration	H1	NL0	907		True	
1Z915	1C1-NN-NN3-915	Waste Management	F&S Waste Management and Recycling	F&S Waste Management and Recycling	F&S Waste Management and Recycling	Morgan White	Waste Transfer Station	10 St. Mary's Road		198	Champaign	IL	61820	217	333-0340	mbwhite			8	F	F	Y	1	NN	Facilities	C1	NN3	915	https://fs.illinois.edu/	True	
1Z918	1B1-KY-KY0-918	Ctr Health, Aging, Disability	Center for Health, Aging, and Disability	Center for Health, Aging, and Disability	Health, Aging, and Disability, Center for	Jeffrey A. Woods	Suite 1008 Huff Hall	1206 S. Fourth	586	58	Champaign	IL	61820-6988	217	333-4965	woods1	90.3099		P	F	F	Y	1	KY	Applied Health Sciences	B1	KY0	918	http://chad.illinois.edu/	True	
1Z930	1G1-NV-NV0-930	Civil Rights Coords Admin	Civil Rights Coordinators Admin	Civil Rights Coordinators Admin	Civil Rights Coordinators Admin	Danielle Fleenor	616 E. Green Street, Suite 214		388	1083	Champaign	IL	61820	217	333-3333	daniemor			8	F	F	Y	1	NV	Vice Chancellor for Access	G1	NV0	930	http://wecare.illinois.edu/titleix/	True	
1Z936	1B1-KM-KM0-936	Gies Undergraduate Affairs	Gies College of Business Office of Undergraduate Affairs	Gies College of Business Office of Undergraduate Affairs	Undergraduate Affairs, Gies College of Business Office of	Tiffany White	1055 Bus Inst. Facility-BIF	515 E. Gregory Dr	520	1206	Champaign	IL	61820	217	333-2740	tbwhite			8	F	F	Y	1	KM	Gies College of Business	B1	KM0	936	https://business.illinois.edu/undergraduate-affairs/	True	
1Z937	1B1-KV-KV4-937	SLCL Courses	School of Literatures, Cultures, Linguistics Courses	School of Literatures, Cultures, Linguistics Courses	Literatures, Cultures, Linguistics Courses, School of	Antony Augoustakis	4054 Foreign Languages	707 S Mathews Ave	174	172	Urbana	IL	61801	217	333-7327	aaugoust	24.0103		7	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV4	937	https://www.slcl.illinois.edu/	True	
1Z944	1B1-LT-LT0-944	Carle IL COM Administration	Carle Illinois College of Medicine - Administration	Carle Illinois College of Medicine	Carle Illinois College of Medicine	Mark Cohen	180 Medical Science Bldg	506 S. Mathews Ave.	714	106	Urbana	IL	61801	217	300-5700	meddean	51.1201		2	T	F	Y	1	LT	Carle Illinois Medicine	B1	LT0	944	https://medicine.illinois.edu/	True	
1Z946	1B1-LT-LT0-946	Dept of Cardio Med and Surg	Department of Cardiovascular Medicine and Surgery	Department of Cardiovascular Medicine and Surgery	Cardiovascular Medicine and Surgery, Department of	Issam Moussa	506 S. Mathews	180 Medical Science Building	714	192	Urbana	IL	61801			imoussa			1	F	F	Y	1	LT	Carle Illinois Medicine	B1	LT0	946		True	
1Z950	1B1-KM-KM0-950	Office of Access and Community	Gies Office of Access and Community	Gies Office of Access and Community	Access and Community, Gies Office of	Tekita Bankhead	350 Wohlers Hall	1206 S. Sixth St	706	159	Champaign	IL	61820			tbankead			8	F	F	Y	1	KM	Gies College of Business	B1	KM0	950		True	
1Z960	1B1-LT-LT0-960	Department of Oncology	Department of Oncology	Department of Oncology	Oncology, Department of	Sinisa Stanic	506 S. Mathews	180 Medical Science Building	714	192	Urbana	IL	61801			sinisa			1	F	F	Y	1	LT	Carle Illinois Medicine	B1	LT0	960		True	
1Z964	1D1-NE-NE0-964	Research Park	Research Park	Research Park	Research Park	Laura Frerichs	114 EnterpriseWorks	60 Hazelwood Dr	659	1095	Champaign	IL	61820	217	333-8324	lfrerich			8	F	F	Y	1	NE	VC for Research and Innovation	D1	NE0	964	http://researchpark.illinois.edu	True	
1Z968	1B1-KV-KV0-968	Neuroscience Program	Neuroscience Program	Neuroscience Program	Neuroscience Program	Martha Gillette	Beckman Institute	405 N. Mathews	251	228	Urbana	IL	61801	217	333-4971	mgillett	26.1501		8	F	F	Y	1	KV	Liberal Arts & Sciences	B1	KV0	968	http://neuroscience.illinois.edu/	True	
1Z972	1B2-NB-NB1-972	Student Financial Aid-Admin	Office of Student Financial Aid-Administration	Office of Student Financial Aid-Administration	Office of Student Financial Aid-Administration	Michelle Trame	Student Services Arcade	620 E John Street	303	71	Champaign	IL	61820	217	333-0100	mtrame			8	F	F	Y	1	NB	Provost & Executive VC	B2	NB1	972	https://www.osfa.illinois.edu/	True	
1Z975	1E1-NQ-NQ0-975	Conference Center	Conference Center	Conference Center	Conference Center	Rebecca Salzman	1401 W. Green St.	Illini Union	384		Champaign	IL	61820-5711	217	333-1300	rsalzman			8	F	F	Y	1	NQ	Auxiliary Units	E1	NQ0	975	http://www.stayatthei.com/	True	
23401	2B1-FW-FW0-591	Nursing Administration	College of Nursing Administration	College of Nursing Administration	Nursing Administration at Urbana-Champaign, College of	Krista Jones	408 S. Goodwin		076	267	Urbana	IL	61801-3703	217	333-2507	kjones29	51.1601		C	T	F	Y	2	FW	Nursing	B1	FW0	591	http://www.uic.edu/nursing/	False	
23403	2B1-FW-FW0-995	Ofc of Academic Programs-Nurs	College of Nursing Office of Academic Programs	College of Nursing Office of Academic Programs	College of Nursing Office of Academic Programs	Krista Jones	408 S. Goodwin		076	267	Urbana	IL	61801-3703	217	333-2507	kjones29	51.1601		C	F	T	Y	2	FW	Nursing	B1	FW0	995		False	
23404	2B1-FW-FW0-929	Practice, Policy &Partnerships	Office of Practice, Policy & Partnerships	Office of Practice, Policy & Partnerships	Office of Practice, Policy & Partnerships	Krista Jones	408 S. Goodwin		076	267	Urbana	IL	61801-3703	217	333-2507	kjones29	51.1601		C	F	F	Y	2	FW	Nursing	B1	FW0	929		False	
